phenotype_name,accession_id,accession_name,accession_cs_number,accession_longitude,accession_latitude,accession_country,phenotype_value,obs_unit_id
FT16,9585,IP-Svi-0,CS77287,-7.39,43.4,Spain,32.0,7268
FT16,9587,IP-Tdc-0,CS77344,-1.88,41.5,Spain,101.75,7270
FT16,9588,IP-Tol-7,CS77371,0.6,42.11,Spain,79.33333333,7271
FT16,9589,IP-Tor-1,CS77378,-2.83,41.6,Spain,77.33333333,7272
FT16,9590,IP-Trs-0,CS77387,-5.49,43.37,Spain,50.5,7273
FT16,9591,IP-Vad-0,CS78826,-3.59,42.86,Spain,46.0,7274
FT16,9592,IP-Vae-2,CS78827,-5.44,42.1,Spain,100.0,7275
FT16,9593,IP-Vaz-0,CS78836,-2.99,42.26,Spain,109.0,7276
FT16,9594,IP-Vdm-0,CS78837,1.01,42.04,Spain,110.6666667,7277
FT16,9595,IP-Vdt-0,CS78838,-5.5,40.89,Spain,66.75,7278
FT16,9596,IP-Ver-5,CS78841,-7.45,41.95,Spain,61.0,7279
FT16,9597,IP-Vig-1,CS78843,-2.53,42.31,Spain,60.66666667,7280
FT16,9598,IP-Vim-0,CS78844,-6.51,41.88,Spain,91.0,7281
FT16,9599,IP-Vin-0,CS78846,-5.77,42.8,Spain,90.25,7282
FT16,9600,IP-Vis-0,CS78848,-6.04,39.85,Spain,73.0,7283
FT16,9601,IP-Voz-0,CS78849,-1.88,41.85,Spain,77.0,7284
FT16,9602,IP-Vpa-1,CS78850,-3.96,40.5,Spain,75.33333333,7285
FT16,9603,IP-Vpe-3,,-4.72,42.83,Spain,98.0,7286
FT16,9604,IP-Yan-1,,-2.35,42.1,Spain,134.6666667,7287
FT16,9605,IP-Zar-0,,-4.19,40.55,Spain,115.5,7288
FT16,9606,Aitba-1,CS76649,-7.45,31.48,Morocco,41.0,7289
FT16,9607,Panik-1,CS77161,52.15,53.05,Russia,107.6666667,7290
FT16,9608,Karag-2,CS76961,59.44,51.37,Russia,45.25,7291
FT16,9609,Adam-1,CS76645,59.98,51.41,Russia,51.0,7292
FT16,9610,Lesno-4,CS77034,51.96,53.04,Russia,69.5,7293
FT16,9611,Lesno-1,CS77032,51.9,53.04,Russia,68.0,7294
FT16,9612,Lesno-2,CS77033,51.94,53.04,Russia,71.5,7295
FT16,9613,Balan-1,CS76687,61.41,55.36,Russia,71.66666667,7296
FT16,9614,Kurga-3,,65.33,55.53,Russia,86.75,7297
FT16,9615,Parti-1,CS77163,52.16,52.99,Russia,86.0,7298
FT16,9616,Krazo-1,CS76984,51.96,53.06,Russia,110.75,7299
FT16,9617,Karag-1,CS76960,59.44,51.37,Russia,66.0,7300
FT16,9618,Kurga-2,,65.08,55.61,Russia,85.5,7301
FT16,9619,Basta-1,CS76691,79.48,51.84,Russia,83.0,7302
FT16,9620,Basta-2,CS76692,79.48,51.82,Russia,74.33333333,7303
FT16,9621,Basta-3,CS76693,79.46,51.84,Russia,90.5,7304
FT16,9622,Bijisk-4,CS76707,85.27,52.52,Russia,81.66666667,7305
FT16,9623,Chaba-1,,79.39,53.6,Russia,72.0,7306
FT16,9624,Chaba-2,CS76767,79.37,53.6,Russia,74.33333333,7307
FT16,9625,Kolyv-2,CS76977,82.59,51.31,Russia,101.5,7308
FT16,9626,Kolyv-3,CS76978,82.59,51.36,Russia,70.25,7309
FT16,9627,Kolyv-5,CS76979,82.55,51.32,Russia,88.25,7310
FT16,9628,Kolyv-6,CS76980,82.54,51.33,Russia,69.25,7311
FT16,9629,K-oze-1,CS76957,82.18,51.35,Russia,74.66666667,7312
FT16,9630,K-oze-3,CS76958,82.16,51.34,Russia,79.5,7313
FT16,9631,Lebja-1,CS77015,80.79,51.65,Russia,140.0,7314
FT16,9632,Lebja-2,CS77016,80.82,51.67,Russia,90.33333333,7315
FT16,9633,Lebja-4,CS77017,80.83,51.63,Russia,77.0,7316
FT16,9634,Masl-1,CS77073,81.31,54.13,Russia,98.0,7317
FT16,9635,Nosov-1,CS77130,80.6,51.87,Russia,84.66666667,7318
FT16,9636,Noveg-1,CS77131,80.82,51.75,Russia,141.0,7319
FT16,9637,Noveg-2,CS77132,80.85,51.77,Russia,82.5,7320
FT16,9638,Noveg-3,CS77133,80.86,51.73,Russia,87.66666667,7321
FT16,9639,Panke-1,CS77162,80.31,53.82,Russia,73.25,7322
FT16,9640,Rakit-1,CS77202,80.06,51.87,Russia,80.75,7323
FT16,9641,Rakit-2,CS77203,80.06,51.9,Russia,87.66666667,7324
FT16,9642,Rakit-3,CS77204,80.06,51.84,Russia,86.0,7325
FT16,9643,Sever-1,CS77245,79.31,52.1,Russia,79.0,7326
FT16,9644,Zupan-1,CS78882,18.72,45.07,CRO,69.0,7327
FT16,9645,Gradi-1,CS76887,18.7,45.17,CRO,66.25,7328
FT16,9646,Aiell-1,CS76648,16.170188,39.126899,Italy,55.25,7329
FT16,9647,Basen-1,CS76690,16.77,40.37,Italy,55.0,7330
FT16,9648,Bisig-1,CS76712,16.28,39.48,Italy,61.0,7331
FT16,9649,Bivio-1,CS76713,16.17,39.13,Italy,67.25,7332
FT16,9650,Corig-1,,16.51,39.6,Italy,95.0,7333
FT16,9651,Filet-1,CS76858,14.87,40.68,Italy,49.66666667,7334
FT16,9652,Fondi-1,,13.4,41.36,Italy,62.5,7335
FT16,9653,Giffo-1,CS76878,16.13,38.44,Italy,52.5,7336
FT16,9654,Liri-1,,13.77,41.41,Italy,59.0,7337
FT16,9655,Marce-1,CS77071,16.47,38.92,Italy,71.66666667,7338
FT16,9656,Marti-1,CS77072,17.31,40.64,Italy,89.0,7339
FT16,9657,Melic-1,CS77078,16.04,38.45,Italy,48.0,7340
FT16,9658,Nicas-1,CS77127,16.34,38.97,Italy,66.5,7341
FT16,9659,Pigna-1,CS77177,14.18,41.18,Italy,66.66666667,7342
FT16,9660,Sarno-1,CS77236,14.57,40.84,Italy,40.0,7343
FT16,9661,Cimin-1,CS76771,16.21,39.58,Italy,42.0,7344
FT16,9662,Stilo-1,,16.47,38.47,Italy,70.33333333,7345
FT16,9663,Teano-1,CS77357,14.09,41.33,Italy,69.33333333,7346
FT16,9664,Mitterberg-1-179,CS78907,11.28,46.36,Italy,109.6666667,7347
FT16,9665,Mitterberg-1-180,CS78908,11.28,46.36,Italy,86.66666667,7348
FT16,9666,Mitterberg-1-182,CS78909,11.28,46.36,Italy,112.0,7349
FT16,9667,Mitterberg-1-183,CS78910,11.28,46.36,Italy,107.0,7350
FT16,9668,Mitterberg-2-184,CS77085,11.28,46.37,Italy,79.5,7351
FT16,9669,Mitterberg-2-185,CS77086,11.28,46.37,Italy,86.0,7352
FT16,9670,Mitterberg-2-186,CS77087,11.28,46.37,Italy,112.5,7353
FT16,9671,Mitterberg-3-187,CS77088,11.28,46.37,Italy,95.0,7354
FT16,9672,Mitterberg-3-188,CS77089,11.28,46.37,Italy,90.5,7355
FT16,9673,Mitterberg-3-189,CS77090,11.28,46.37,Italy,99.66666667,7356
FT16,9674,Mitterberg-4-190,,11.29,46.37,Italy,85.0,7357
FT16,9675,Mitterberg-4-191,,11.29,46.37,Italy,117.0,7358
FT16,9676,Mitterberg-4-192,CS77093,11.29,46.37,Italy,89.0,7359
FT16,9677,Mitterberg-4-193,CS77094,11.29,46.37,Italy,110.5,7360
FT16,9678,Mitterberg-4-194,CS77095,11.29,46.37,Italy,87.0,7361
FT16,9679,Castelfed-1-195,CS76744,11.29,46.34,Italy,79.75,7362
FT16,9680,Castelfed-1-196,CS76745,11.29,46.34,Italy,59.33333333,7363
FT16,9681,Castelfed-1-197,CS76746,11.29,46.34,Italy,92.25,7364
FT16,9682,Castelfed-1-198,CS76747,11.29,46.34,Italy,74.75,7365
FT16,9683,Castelfed-1-199,CS76748,11.29,46.34,Italy,71.75,7366
FT16,9684,Castelfed-2-200,CS76749,11.29,46.34,Italy,89.5,7367
FT16,9685,Castelfed-2-201,CS76750,11.29,46.34,Italy,89.75,7368
FT16,9686,Castelfed-2-202,CS76751,11.29,46.34,Italy,88.0,7369
FT16,9687,Castelfed-2-203,CS76752,11.29,46.34,Italy,83.33333333,7370
FT16,9688,Castelfed-2-204,,11.29,46.34,Italy,74.0,7371
FT16,9689,Castelfed-3-205,CS76754,11.29,46.34,Italy,83.0,7372
FT16,9690,Castelfed-3-206,CS76755,11.29,46.34,Italy,81.66666667,7373
FT16,9691,Castelfed-3-207,CS76756,11.29,46.34,Italy,72.75,7374
FT16,9692,Castelfed-3-208,CS76757,11.29,46.34,Italy,70.75,7375
FT16,9693,Castelfed-3-209,CS76758,11.29,46.34,Italy,75.0,7376
FT16,9694,Castelfed-4-210,CS78891,11.29,46.34,Italy,74.25,7377
FT16,9695,Castelfed-4-211,CS78892,11.29,46.34,Italy,84.5,7378
FT16,9696,Castelfed-4-214,CS78893,11.29,46.34,Italy,76.75,7379
FT16,9697,Dolen-1,CS76802,23.94,41.62,BUL,63.0,7380
FT16,9698,Goced-1,CS76882,23.85,41.57,BUL,74.5,7381
FT16,9699,Kolar-1,CS76974,23.14,41.37,BUL,63.66666667,7382
FT16,9700,Dolna-1-10,CS76803,23.1,42.32,BUL,81.0,7383
FT16,9701,Ivano-1,CS76954,25.91,43.7,BUL,82.0,7384
FT16,9702,Kolar-2,,23.14,41.38,BUL,72.25,7385
FT16,9703,Melni-1,CS77079,23.39,41.53,BUL,69.75,7386
FT16,9704,Melni-2,CS77080,23.39,41.53,BUL,70.33333333,7387
FT16,9705,Choto-1,CS76769,23.33,41.5,BUL,67.0,7388
FT16,9706,Dospa-1,CS76807,24.18,41.64,BUL,78.66666667,7389
FT16,9707,Podvi-1,CS77187,24.84,41.57,BUL,72.75,7390
FT16,9708,Kardz-1,CS76962,25.35,41.62,BUL,85.0,7391
FT16,9709,Zerev-1-34,CS78878,23.13,41.85,BUL,73.5,7392
FT16,9710,Zerev-1-35,CS78879,23.13,41.85,BUL,83.25,7393
FT16,9711,Dolna-1-39,CS76804,23.1,42.32,BUL,82.5,7394
FT16,9712,Dolna-1-40,CS76805,23.1,42.32,BUL,78.0,7395
FT16,9713,Stara-1,CS77271,25.61,42.49,BUL,68.33333333,7396
FT16,9714,Grivo-1,CS76888,25.75,41.84,BUL,82.33333333,7397
FT16,9715,Krepo-1,,25.57,41.99,BUL,81.0,7398
FT16,9716,Leska-1-44,CS77030,24.98,41.54,BUL,122.0,7399
FT16,9717,Kardz-2,CS76963,25.47,41.66,BUL,93.33333333,7400
FT16,9718,Smolj-1,CS77256,24.75,41.55,BUL,79.0,7401
FT16,9719,Koren-1,CS76983,25.69,41.83,BUL,57.75,7402
FT16,9720,Malak-1,CS77064,25.68,41.77,BUL,104.0,7403
FT16,9721,Schip-1,CS77239,25.33,42.72,BUL,78.0,7404
FT16,9722,Groch-1,CS76890,24.41,41.71,BUL,108.0,7405
FT16,9723,Slavi-2,CS77252,23.67,41.42,BUL,68.5,7406
FT16,9724,Leska-1-78,,24.98,41.54,BUL,81.5,7407
FT16,9725,Epidauros-1,CS76844,23.08,37.6,Greece,56.5,7408
FT16,9726,Faneronemi-3,CS76853,22.04,37.07,Greece,56.5,7409
FT16,9727,Olympia-2,CS77144,21.62,37.63,Greece,43.5,7410
FT16,9728,Stiav-1,CS77279,18.9,48.46,Slovakia,77.75,7411
FT16,9729,Stiav-2,CS77280,18.9,48.46,Slovakia,79.0,7412
FT16,9730,Bela-1,CS76696,18.94,48.47,Slovakia,97.0,7413
FT16,9731,Stiav-3,CS77281,18.9,48.46,Slovakia,66.0,7414
FT16,9732,Halca-1,CS76909,18.96,48.47,Slovakia,88.25,7415
FT16,9733,Bela-2,CS76697,18.94,48.47,Slovakia,83.75,7416
FT16,9734,Bela-3,,18.94,48.47,Slovakia,82.25,7417
FT16,9735,Bela-4,CS76699,18.94,48.47,Slovakia,74.0,7418
FT16,9736,Teiu-2,CS77361,25.17,44.69,Romania,81.0,7419
FT16,9737,Ulies-1,CS78815,22.62,45.95,Romania,63.66666667,7420
FT16,9738,Bran-1,CS76722,25.42,45.57,Romania,73.75,7421
FT16,9739,Toc-1,CS77370,22.33,46.01,Romania,68.5,7422
FT16,9740,Mandr-1,,21.43,46.16,Romania,87.5,7423
FT16,9741,Orast-1,CS77151,23.16,45.84,Romania,71.5,7424
FT16,9742,Teiu-1,,25.17,44.68,Romania,81.5,7425
FT16,9743,Furni-1,CS76873,25.0,45.14,Romania,75.0,7426
FT16,9744,Iasi-1,CS76944,27.59,47.16,Romania,63.33333333,7427
FT16,9745,Sij 1/96,CS77249,70.05,41.45,Uzbekistan,76.0,7428
FT16,9746,Malii-1,,22.3,43.71,Serbia,99.75,7429
FT16,9747,Zabar-1,CS78870,21.22,44.38,Serbia,94.66666667,7430
FT16,9748,Zagub-1,CS78871,21.71,44.23,Serbia,86.25,7431
FT16,9749,Knjas-1,CS76971,22.29,43.54,Serbia,63.75,7432
FT16,9750,Sukov-1,,22.65,43.0,Serbia,73.0,7433
FT16,9751,Ruma-1-25,,19.99,44.91,Serbia,84.0,7434
FT16,9752,Brest-1,,22.07,44.0,Serbia,100.25,7435
FT16,9753,Ruma-1-27,,19.99,44.91,Serbia,105.25,7436
FT16,9755,Vajug-1,CS78828,22.56,44.56,Serbia,82.0,7438
FT16,9756,Staro-2,CS77273,21.08,44.3,Serbia,73.0,7439
FT16,9757,Staro-1,CS77272,21.08,44.3,Serbia,93.0,7440
FT16,9758,Altai-5,CS76433,88.4,47.75,China,73.0,7441
FT16,9759,Anz-0,CS76439,49.47,37.47,Iran,58.5,7442
FT16,9760,Baz-0,,1.66,48.81,France,38.25,7443
FT16,9761,Bik-1,CS76449,35.7,33.92,Lebanon,58.0,7444
FT16,9762,Etna-2,CS76487,14.98,37.69,Italy,72.75,7445
FT16,9764,Qar-8a,CS76581,35.84,34.1,Lebanon,62.75,7446
FT16,9766,Westkar-4,CS76629,74.16,42.26,Kyrgyzstan,39.5,7447
FT16,9767,Had-1b,,35.92,34.25,Lebanon,59.5,7448
FT16,9768,Ru4-16,CS77225,9.16,48.57,GER,54.66666667,7449
FT16,9769,HE-1,CS76916,8.99,48.55,GER,44.66666667,7450
FT16,9770,KBG2-13,CS76966,9.01,48.53,GER,44.75,7451
FT16,9771,Pfn-N2.2-6,CS77172,9.11,48.56,GER,44.25,7452
FT16,9772,Hof-1,CS76925,8.85,48.41,GER,40.75,7453
FT16,9773,Obn-1,,8.92,48.52,GER,51.75,7454
FT16,9774,Alt-1,CS76663,9.22,48.59,GER,43.0,7455
FT16,9775,Berg-1,CS76701,8.79,48.41,GER,44.25,7456
FT16,9776,Fell3-7,CS76857,8.79,48.43,GER,57.5,7457
FT16,9777,Gn-1,CS76880,9.17,48.57,GER,43.5,7458
FT16,9778,Bach-7,CS76679,8.84,48.41,GER,49.25,7459
FT16,9779,Bai-10,CS76682,8.78,48.5,GER,44.66666667,7460
FT16,9780,Fell2-4,CS76856,8.79,48.43,GER,45.75,7461
FT16,9781,Kus2-2,CS76990,9.11,48.52,GER,41.66666667,7462
FT16,9782,Lu3-30,CS77057,9.09,48.53,GER,44.5,7463
FT16,9783,Tu-PK-7,CS77396,9.05,48.52,GER,66.33333333,7464
FT16,9784,Erg2-6,CS76845,8.8,48.5,GER,43.5,7465
FT16,9785,Ha-HBT1-2,CS76898,9.02,48.54,GER,45.25,7466
FT16,9786,Ha-P-13,CS76901,9.01,48.54,GER,40.25,7467
FT16,9787,HI-4,CS76922,9.0,48.5,GER,49.33333333,7468
FT16,9788,KBG1-14,CS76965,9.01,48.53,GER,38.33333333,7469
FT16,9789,Obh-13,CS77140,8.96,48.39,GER,42.25,7470
FT16,9790,Gn2-3,CS76881,9.18,48.58,GER,41.75,7471
FT16,9791,Haes-1,CS76914,9.2,48.6,GER,38.33333333,7472
FT16,9792,Lu4-2,CS77058,9.09,48.54,GER,42.75,7473
FT16,9793,Ru-N2,CS77224,9.16,48.57,GER,63.33333333,7474
FT16,9794,Tu-B1-2,CS77391,9.08,48.52,GER,44.5,7475
FT16,9795,Wank-2,CS78852,9.11,48.5,GER,38.25,7476
FT16,9796,Bach2-1,CS76680,8.84,48.41,GER,46.0,7477
FT16,9797,Ha-HBT2-10,CS76899,9.02,48.54,GER,46.5,7478
FT16,9798,Ha-P2-1,CS76902,9.01,48.54,GER,44.66666667,7479
FT16,9799,Hart-2,CS76913,8.85,48.39,GER,50.5,7480
FT16,9800,Ha-S-B,CS76903,9.01,48.54,GER,42.5,7481
FT16,9801,Ha-SP-2,CS76904,9.01,48.54,GER,36.33333333,7482
FT16,9802,Kus3-1,CS76991,9.11,48.51,GER,42.75,7483
FT16,9803,Muh-2,CS77113,8.76,48.42,GER,41.25,7484
FT16,9804,Obe1-15,CS77139,8.87,48.45,GER,45.75,7485
FT16,9805,Pfn-10,CS77171,9.09,48.54,GER,53.0,7486
FT16,9806,Ru-2,CS77223,9.16,48.56,GER,43.0,7487
FT16,9807,Schl-7,CS77240,9.22,48.6,GER,43.0,7488
FT16,9808,Tu-B2-3,CS77392,9.08,48.52,GER,53.0,7489
FT16,9809,Tu-KB-6,CS77393,9.05,48.52,GER,51.25,7490
FT16,9810,Tu-KS-7,CS77394,9.07,48.53,GER,42.25,7491
FT16,9811,Tu-NK-12,CS77395,9.05,48.52,GER,45.0,7492
FT16,9812,Tu-W1,CS77397,9.03,48.52,GER,45.75,7493
FT16,9813,BI-4,CS76706,8.77,48.4,GER,45.5,7494
FT16,9814,Fell1-10,CS76855,8.79,48.42,GER,48.33333333,7495
FT16,9815,Ha-HBT3-11,CS76900,9.02,48.54,GER,48.0,7496
FT16,9816,Tu-WH,CS77398,9.06,48.55,GER,39.0,7497
FT16,9817,IP-Ace-0,CS76642,-6.6,39.84,Spain,63.75,7498
FT16,9818,IP-Aln-30,,-0.25,41.14,Spain,70.75,7499
FT16,9819,IP-Amu-0,CS76664,-3.03,42.35,Spain,98.5,7500
FT16,9820,IP-Are-0,CS76671,-4.71,41.0,Spain,55.75,7501
FT16,9821,IP-Aru-0,CS76674,2.49,41.81,Spain,72.25,7502
FT16,9822,IP-Aul-0,CS76675,-4.02,40.52,Spain,62.33333333,7503
FT16,9823,IP-Bae-0,CS76681,-5.84,43.34,Spain,42.0,7504
FT16,9824,IP-Bes-5,CS76702,-4.91,42.91,Spain,143.0,7505
FT16,9825,IP-Boa-0,CS76714,-3.88,40.4,Spain,63.5,7506
FT16,9826,IP-Bor-0,CS76717,-6.71,42.49,Spain,73.0,7507
FT16,9827,IP-Bos-0,CS76719,0.69,42.78,Spain,60.0,7508
FT16,9828,IP-Bra-0,CS76721,-6.15,42.5,Spain,78.75,7509
FT16,9829,IP-Bur-0,,-4.75,40.43,Spain,83.0,7510
FT16,9830,IP-Bus-0,CS76736,-3.28,36.97,Spain,51.25,7511
FT16,9831,IP-Cas-0,CS76743,-3.39,38.54,Spain,88.25,7512
FT16,9832,IP-Cat-0,CS76759,-3.69,40.54,Spain,90.33333333,7513
FT16,9833,IP-Cha-0,CS76764,-4.21,40.38,Spain,65.66666667,7514
FT16,9834,IP-Cho-0,CS76768,-3.9,40.51,Spain,63.75,7515
FT16,9835,IP-Cir-0,CS76772,-6.57,40.61,Spain,69.75,7516
FT16,9836,IP-Cod-0,CS76777,-1.32,41.25,Spain,128.5,7517
FT16,9837,IP-Con-0,CS76780,-5.6,37.94,Spain,64.25,7518
FT16,9838,IP-Cot-0,CS76784,-5.38,41.83,Spain,67.0,7519
FT16,9839,IP-Coy-0,CS76785,-4.27,40.44,Spain,115.0,7520
FT16,9840,IP-Dar-0,CS76792,-1.43,41.13,Spain,120.5,7521
FT16,9841,IP-Ees-0,CS76836,-4.15,40.59,Spain,68.0,7522
FT16,9842,IP-Ele-0,,-3.89,39.31,Spain,77.0,7523
FT16,9843,IP-Elp-0,CS76840,-3.92,40.53,Spain,58.66666667,7524
FT16,9844,IP-Esn-2,CS76846,0.19,42.27,Spain,84.25,7525
FT16,9845,IP-Evs-0,CS76848,-3.96,40.48,Spain,65.0,7526
FT16,9846,IP-Ezc-2,CS76849,-3.02,42.31,Spain,119.6666667,7527
FT16,9847,IP-Fel-2,CS76854,-5.7,43.31,Spain,45.0,7528
FT16,9848,IP-Glo-1,CS76879,-5.77,40.11,Spain,98.0,7529
FT16,9849,IP-Gud-3,CS76895,-4.11,40.65,Spain,99.66666667,7530
FT16,9850,IP-Hec-0,CS76917,-0.7,42.86,Spain,83.0,7531
FT16,9851,IP-Hue-3,CS76942,-6.1,42.96,Spain,144.0,7532
FT16,9852,IP-Ini-0,CS76945,-3.75,40.46,Spain,67.33333333,7533
FT16,9853,IP-Lac-0,CS76996,-5.91,43.33,Spain,35.5,7534
FT16,9854,IP-Laf-1,CS76997,-5.88,43.36,Spain,40.66666667,7535
FT16,9855,IP-Lam-0,CS77008,-3.89,40.57,Spain,61.66666667,7536
FT16,9856,IP-Lch-0,CS77010,-4.0,40.51,Spain,63.5,7537
FT16,9857,IP-Leg-0,CS77019,-3.8,40.33,Spain,66.5,7538
FT16,9858,IP-Loz-0,CS77051,-3.8,40.98,Spain,123.5,7539
FT16,9859,IP-Lro-0,CS77054,-3.88,40.5,Spain,83.0,7540
FT16,9860,IP-Lum-0,CS77059,-2.62,42.24,Spain,64.33333333,7541
FT16,9861,IP-Mac-0,CS77061,-3.21,40.72,Spain,114.5,7542
FT16,9862,IP-Mad-0,CS77062,-3.67,40.45,Spain,53.75,7543
FT16,9863,IP-Man-0,,-5.87,43.33,Spain,39.25,7544
FT16,9864,IP-Mat-0,CS77074,2.69,41.76,Spain,57.25,7545
FT16,9865,IP-Mdc-0,,-3.53,38.88,Spain,41.5,7546
FT16,9866,IP-Mdd-0,CS77076,-2.79,41.89,Spain,118.0,7547
FT16,9867,IP-Mie-1,CS77083,-3.22,40.94,Spain,101.6666667,7548
FT16,9868,IP-Moe-0,CS77104,2.37,41.78,Spain,68.66666667,7549
FT16,9869,IP-Moj-0,CS77105,-5.28,36.76,Spain,80.75,7550
FT16,9870,IP-Moz-0,CS77111,0.17,41.91,Spain,111.0,7551
FT16,9871,IP-Nac-0,CS77117,-3.99,40.75,Spain,117.6666667,7552
FT16,9872,IP-Nag-0,,-4.11,40.49,Spain,106.0,7553
FT16,9873,IP-Ndc-0,CS77125,-5.45,37.94,Spain,55.66666667,7554
FT16,9874,IP-Oja-0,CS77143,-3.0,42.34,Spain,56.25,7555
FT16,9875,IP-Ovi-1,CS77155,-5.87,43.38,Spain,44.75,7556
FT16,9876,IP-Pad-0,CS77158,0.99,41.34,Spain,74.75,7557
FT16,9878,IP-Pee-0,CS77167,-3.62,40.78,Spain,116.0,7559
FT16,9879,IP-Per-0,CS77169,-1.12,37.6,Spain,59.5,7560
FT16,9880,IP-Pib-1,CS77175,-3.44,42.72,Spain,87.5,7561
FT16,9881,IP-Pie-0,CS77176,-5.32,40.46,Spain,78.5,7562
FT16,9882,IP-Pil-0,CS77178,-4.26,40.46,Spain,70.33333333,7563
FT16,9883,IP-Piq-0,CS77179,-2.56,42.1,Spain,41.75,7564
FT16,9884,IP-Pos-1,,-3.04,42.25,Spain,91.0,7565
FT16,9885,IP-Prd-0,CS77189,-3.68,41.14,Spain,119.0,7566
FT16,9886,IP-Pru-0,CS77190,1.73,42.38,Spain,57.0,7567
FT16,9887,IP-Pun-0,CS77196,-4.77,40.4,Spain,90.75,7568
FT16,9888,IP-Pva-1,CS77197,-3.31,40.93,Spain,96.66666667,7569
FT16,9890,IP-Rib-1,CS77217,-5.07,43.16,Spain,94.33333333,7571
FT16,9892,IP-Sam-0,CS77231,-6.96,42.68,Spain,84.5,7573
FT16,9893,IP-Sca-0,,-5.37,37.96,Spain,52.5,7574
FT16,9894,IP-Sen-0,CS77243,0.76,42.59,Spain,76.66666667,7575
FT16,9895,IP-Sfb-6,CS77248,2.57,41.78,Spain,71.0,7576
FT16,9896,IP-Slc-3,,-3.74,38.47,Spain,95.66666667,7577
FT16,9897,IP-Smt-1,CS77257,-5.63,40.95,Spain,81.5,7578
FT16,9898,IP-Som-0,CS77259,-3.58,41.14,Spain,97.25,7579
FT16,9899,IP-Tau-0,CS77342,0.84,42.54,Spain,58.0,7580
FT16,9900,IP-Tri-0,CS77386,-6.01,37.38,Spain,50.0,7581
FT16,9901,IP-Urd-1,CS78824,-2.98,42.27,Spain,102.5,7582
FT16,9902,IP-Usa-0,CS78825,-3.24,40.71,Spain,110.3333333,7583
FT16,9903,IP-Val-0,CS78829,-3.1,42.31,Spain,108.75,7584
FT16,9904,IP-Vas-0,CS78833,-3.31,40.95,Spain,114.6666667,7585
FT16,9905,IP-Ven-0,CS78840,-4.01,40.76,Spain,95.0,7586
FT16,9906,IP-Mah-6,CS77063,4.25,40.0,Spain,80.0,7587
FT16,9907,ENC-2-1,,3.6,50.86,France,46.75,7588
FT16,9908,ESP-1-11,CS76847,3.47,50.72,France,46.5,7589
FT16,9909,GEN-8,CS76877,3.3,50.59,France,57.0,7590
FT16,991,Ale-Stenar-41-1,CS76651,14.05,55.3833,Sweden,106.75,7591
FT16,9910,BRI-2,CS76725,3.52,50.68,France,43.5,7592
FT16,9911,ARGE-1-15,CS76672,4.28,47.16,France,44.5,7593
FT16,9913,CON-7,,4.43,47.24,France,50.75,7594
FT16,9914,IST-29,CS76948,5.33,47.58,France,55.25,7595
FT16,9915,MAR-4-16,CS77069,3.94,47.45,France,75.5,7596
FT16,9916,MOL-1,,4.22,47.1,France,51.5,7597
FT16,9917,RAD-21,CS77200,4.34,46.69,France,54.25,7598
FT16,9918,SAUL-24,CS77237,5.21,47.43,France,90.0,7599
FT16,9919,BRE-14,,4.45,48.85,France,47.0,7600
FT16,992,Ale-Stenar-44-4,CS76652,14.05,55.3833,Sweden,100.0,7601
FT16,9920,DIR-9,CS76796,4.32,48.54,France,48.66666667,7602
FT16,9921,FOR-23,CS76867,4.41,48.57,France,48.25,7603
FT16,9922,MIL-2,,4.7,48.52,France,43.5,7604
FT16,9923,PLO-1,,4.46,48.58,France,50.0,7605
FT16,9924,PLY-20,CS77181,4.24,48.59,France,57.0,7606
FT16,9925,RUM-20,CS77226,4.52,48.91,France,79.0,7607
FT16,9926,TRE-1,CS77385,4.1,48.86,France,44.33333333,7608
FT16,9927,ARR-17,CS76673,3.69,44.05,France,73.25,7609
FT16,9928,BEZ-9,CS76703,3.77,44.12,France,77.0,7610
FT16,9929,ISS-20,CS76947,3.71,43.92,France,88.0,7611
FT16,9930,LEC-25,CS77018,4.14,43.91,France,68.66666667,7612
FT16,9931,MOU2-25,,4.31,43.98,France,42.33333333,7613
FT16,9932,NOZ-6,CS77134,4.33,44.12,France,76.0,7614
FT16,9933,VED-10,CS78839,3.89,43.74,France,49.0,7615
FT16,9934,QUI-8,,4.08,44.07,France,43.0,7616
FT16,9935,BAU-15,CS76694,2.93,50.6,France,73.75,7617
FT16,9936,LCL-16,,3.46,50.47,France,46.75,7618
FT16,9937,CATS-6,CS76760,2.69,50.79,France,47.75,7619
FT16,9938,WAV-8,CS78854,2.99,50.65,France,74.0,7620
FT16,9939,Aitba-2,CS76347,-7.45,31.48,Morocco,60.75,7621
FT16,9940,Toufl-1,,-7.42,31.47,Morocco,50.0,7622
FT16,9941,Fei-0,CS76412,-8.54,40.92,POR,42.5,7623
FT16,9942,Agu-1,CS76409,-1.34,41.32,Spain,110.6666667,7624
FT16,9943,Cdm-0,CS76410,-5.74,39.73,Spain,61.5,7625
FT16,9944,Don-0,CS76411,-6.36,36.83,Spain,68.0,7626
FT16,9945,Leo-1,CS76413,-3.11,41.8,Spain,110.0,7627
FT16,9946,Mer-6,CS76414,-6.34,38.92,Spain,54.5,7628
FT16,9947,Ped-0,CS76415,-3.9,40.74,Spain,125.0,7629
FT16,9949,Qui-0,CS76417,-6.93,42.69,Spain,61.5,7631
