trait_type	phenocode	description	pheno_sex	n_cases_full_cohort_both_sexes
categorical	20114	Illnesses of adopted siblings	both_sexes	229
categorical	20114	Illnesses of adopted siblings	both_sexes	1460
categorical	20114	Illnesses of adopted siblings	both_sexes	1713
categorical	20114	Illnesses of adopted siblings	both_sexes	172
categorical	20114	Illnesses of adopted siblings	both_sexes	366
categorical	20114	Illnesses of adopted siblings	both_sexes	151
categorical	20115	Country of Birth (non-UK origin)	both_sexes	2235
categorical	20115	Country of Birth (non-UK origin)	both_sexes	223
categorical	20115	Country of Birth (non-UK origin)	both_sexes	777
categorical	20115	Country of Birth (non-UK origin)	both_sexes	1457
categorical	20115	Country of Birth (non-UK origin)	both_sexes	212
categorical	20115	Country of Birth (non-UK origin)	both_sexes	1106
categorical	20115	Country of Birth (non-UK origin)	both_sexes	192
categorical	20115	Country of Birth (non-UK origin)	both_sexes	60
categorical	20115	Country of Birth (non-UK origin)	both_sexes	874
categorical	20115	Country of Birth (non-UK origin)	both_sexes	73
categorical	20115	Country of Birth (non-UK origin)	both_sexes	358
categorical	20115	Country of Birth (non-UK origin)	both_sexes	356
categorical	20115	Country of Birth (non-UK origin)	both_sexes	137
categorical	20115	Country of Birth (non-UK origin)	both_sexes	364
categorical	20115	Country of Birth (non-UK origin)	both_sexes	98
categorical	20115	Country of Birth (non-UK origin)	both_sexes	210
categorical	20115	Country of Birth (non-UK origin)	both_sexes	371
categorical	20115	Country of Birth (non-UK origin)	both_sexes	608
categorical	20115	Country of Birth (non-UK origin)	both_sexes	3433
categorical	20115	Country of Birth (non-UK origin)	both_sexes	154
categorical	20115	Country of Birth (non-UK origin)	both_sexes	240
categorical	20115	Country of Birth (non-UK origin)	both_sexes	605
categorical	20115	Country of Birth (non-UK origin)	both_sexes	118
categorical	20115	Country of Birth (non-UK origin)	both_sexes	1298
categorical	20115	Country of Birth (non-UK origin)	both_sexes	314
categorical	20115	Country of Birth (non-UK origin)	both_sexes	453
categorical	20115	Country of Birth (non-UK origin)	both_sexes	603
categorical	20115	Country of Birth (non-UK origin)	both_sexes	88
categorical	20115	Country of Birth (non-UK origin)	both_sexes	140
categorical	20115	Country of Birth (non-UK origin)	both_sexes	275
categorical	20115	Country of Birth (non-UK origin)	both_sexes	192
categorical	20115	Country of Birth (non-UK origin)	both_sexes	579
categorical	20115	Country of Birth (non-UK origin)	both_sexes	1427
categorical	20115	Country of Birth (non-UK origin)	both_sexes	208
categorical	20115	Country of Birth (non-UK origin)	both_sexes	434
categorical	20115	Country of Birth (non-UK origin)	both_sexes	116
categorical	20115	Country of Birth (non-UK origin)	both_sexes	135
categorical	20115	Country of Birth (non-UK origin)	both_sexes	608
categorical	20115	Country of Birth (non-UK origin)	both_sexes	115
categorical	20115	Country of Birth (non-UK origin)	both_sexes	247
categorical	20115	Country of Birth (non-UK origin)	both_sexes	623
categorical	20115	Country of Birth (non-UK origin)	both_sexes	898
categorical	20115	Country of Birth (non-UK origin)	both_sexes	806
categorical	20115	Country of Birth (non-UK origin)	both_sexes	620
categorical	20115	Country of Birth (non-UK origin)	both_sexes	118
categorical	20115	Country of Birth (non-UK origin)	both_sexes	198
categorical	20115	Country of Birth (non-UK origin)	both_sexes	211
categorical	20116	Smoking status	both_sexes	241765
categorical	20116	Smoking status	both_sexes	151974
categorical	20116	Smoking status	both_sexes	45416
categorical	20117	Alcohol drinker status	both_sexes	18852
categorical	20117	Alcohol drinker status	both_sexes	15661
categorical	20117	Alcohol drinker status	both_sexes	405762
categorical	20118	Home area population density - urban or rural	both_sexes	23191
categorical	20118	Home area population density - urban or rural	both_sexes	4323
categorical	20118	Home area population density - urban or rural	both_sexes	1219
categorical	20118	Home area population density - urban or rural	both_sexes	1401
categorical	20118	Home area population density - urban or rural	both_sexes	346392
categorical	20118	Home area population density - urban or rural	both_sexes	29785
categorical	20118	Home area population density - urban or rural	both_sexes	20986
categorical	20118	Home area population density - urban or rural	both_sexes	9186
categorical	20122	Bipolar disorder status	both_sexes	567
categorical	20126	Bipolar and major depression status	both_sexes	78456
categorical	20126	Bipolar and major depression status	both_sexes	641
categorical	20126	Bipolar and major depression status	both_sexes	567
categorical	20126	Bipolar and major depression status	both_sexes	7584
categorical	20126	Bipolar and major depression status	both_sexes	13117
categorical	20126	Bipolar and major depression status	both_sexes	6950
categorical	20152	Reproduciblity of spirometry measurement using ERS/ATS criteria	both_sexes	248327
categorical	20160	Ever smoked	both_sexes	261563
categorical	2020	Loneliness, isolation	both_sexes	79061
categorical	2030	Guilty feelings	both_sexes	120149
categorical	2040	Risk taking	both_sexes	112057
categorical	20401	Ever addicted to any substance or behaviour	both_sexes	8085
categorical	20404	Ever physically dependent on alcohol	both_sexes	836
categorical	20406	Ever addicted to alcohol	both_sexes	3140
categorical	20415	Ongoing addiction to alcohol	both_sexes	1345
categorical	20417	Tense, sore, or aching muscles during worst period of anxiety	both_sexes	15342
categorical	20419	Difficulty concentrating during worst period of anxiety	both_sexes	31005
categorical	20421	Ever felt worried, tense, or anxious for most of a month or longer	both_sexes	34408
categorical	20422	More irritable than usual during worst period of anxiety	both_sexes	28206
categorical	20423	Keyed up or on edge during worst period of anxiety	both_sexes	32197
categorical	20425	Ever worried more than most people would in similar situation	both_sexes	30065
categorical	20426	Restless during period of worst anxiety	both_sexes	23882
categorical	20427	Frequent trouble falling or staying asleep during worst period of anxiety	both_sexes	34185
categorical	20428	Professional informed about anxiety	both_sexes	25971
categorical	20429	Easily tired during worst period of anxiety	both_sexes	28816
categorical	20431	Ever addicted to a behaviour or miscellanous	both_sexes	1874
categorical	20432	Ongoing behavioural or miscellanous addiction	both_sexes	884
categorical	20435	Difficulty concentrating during worst depression	both_sexes	54623
categorical	20437	Thoughts of death during worst depression	both_sexes	38512
categorical	20441	Ever had prolonged loss of interest in normal activities	both_sexes	54823
categorical	20445	Depression possibly related to childbirth	both_sexes	5688
categorical	20446	Ever had prolonged feelings of sadness or depression	both_sexes	75434
categorical	20447	Depression possibly related to stressful or traumatic event	both_sexes	57341
categorical	20448	Professional informed about depression	both_sexes	50345
categorical	20449	Feelings of tiredness during worst episode of depression	both_sexes	57861
categorical	20450	Feelings of worthlessness during worst period of depression	both_sexes	37292
categorical	20456	Ever addicted to illicit or recreational drugs	both_sexes	580
categorical	20463	Ever heard an un-real voice	both_sexes	2349
categorical	20466	Ever prescribed a medication for unusual or psychotic experiences	both_sexes	732
categorical	20468	Ever believed in an un-real conspiracy against self	both_sexes	1064
categorical	20471	Ever seen an un-real vision	both_sexes	4344
categorical	20474	Ever believed in un-real communications or signs	both_sexes	946
categorical	20477	Ever talked to a health professional about unusual or psychotic experiences	both_sexes	1399
categorical	20480	Ever self-harmed	both_sexes	5880
categorical	20481	Self-harmed in past year	both_sexes	500
categorical	20483	Ever attempted suicide	both_sexes	3003
categorical	20486	Contemplated self-harm in past year	both_sexes	3972
categorical	20493	Severity of problems due to mania or irritability	both_sexes	9313
categorical	20499	Ever sought or received professional help for mental distress	both_sexes	54117
categorical	20500	Ever suffered mental distress preventing usual activities	both_sexes	45670
categorical	20501	Ever had period of mania / excitability	both_sexes	5731
categorical	20502	Ever had period extreme irritability	both_sexes	35369
categorical	20503	Ever addicted to prescription or over-the-counter medication	both_sexes	1123
categorical	20504	Ongoing addiction or dependence to over-the-counter medication	both_sexes	478
categorical	20526	Been in serious accident believed to be life-threatening	both_sexes	13347
categorical	20527	Been involved in combat or exposed to war-zone	both_sexes	4757
categorical	20528	Diagnosed with life-threatening illness	both_sexes	22524
categorical	20530	Witnessed sudden violent death	both_sexes	18733
categorical	20532	Did your sleep change?	both_sexes	53945
categorical	20533	Trouble falling asleep	both_sexes	40646
categorical	20534	Sleeping too much	both_sexes	11057
categorical	20535	Waking too early	both_sexes	40866
categorical	20536	Weight change during worst episode of depression	both_sexes	26921
categorical	20536	Weight change during worst episode of depression	both_sexes	11472
categorical	20536	Weight change during worst episode of depression	both_sexes	23951
categorical	20536	Weight change during worst episode of depression	both_sexes	4136
categorical	20538	Worried most days during period of worst anxiety	both_sexes	36469
categorical	20540	Multiple worries during worst period of anxiety	both_sexes	31106
categorical	20541	Difficulty stopping worrying during worst period of anxiety	both_sexes	39210
categorical	20542	Stronger worrying (than other people) during period of worst anxiety	both_sexes	24131
categorical	20543	Number of things worried about during worst period of anxiety	both_sexes	23429
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	1686
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	696
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	29586
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	430
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	570
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	186
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	19494
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	770
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	531
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	100
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	119
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	504
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	308
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	1848
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	7541
categorical	20544	Mental health problems ever diagnosed by a professional	both_sexes	840
categorical	20546	Substances taken for depression	both_sexes	4729
categorical	20546	Substances taken for depression	both_sexes	33246
categorical	20546	Substances taken for depression	both_sexes	9844
categorical	20547	Activities undertaken to treat depression	both_sexes	30556
categorical	20547	Activities undertaken to treat depression	both_sexes	10789
categorical	20548	Manifestations of mania or irritability	both_sexes	6393
categorical	20548	Manifestations of mania or irritability	both_sexes	15218
categorical	20548	Manifestations of mania or irritability	both_sexes	12496
categorical	20548	Manifestations of mania or irritability	both_sexes	4505
categorical	20548	Manifestations of mania or irritability	both_sexes	3620
