pgs_id	name	trait	n_variants	ftp_scoring_file
PGS000167	hct	Hematocrit	502	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000167/ScoringFiles/PGS000167.txt.gz
PGS000168	hgb	Hemoglobin concentration	515	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000168/ScoringFiles/PGS000168.txt.gz
PGS000169	hlr	High light scatter reticulocyte count	570	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000169/ScoringFiles/PGS000169.txt.gz
PGS000170	hlr_p	High light scatter reticulocyte percentage of red cells	566	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000170/ScoringFiles/PGS000170.txt.gz
PGS000171	irf	Immature fraction of reticulocytes	372	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000171/ScoringFiles/PGS000171.txt.gz
PGS000172	lymph	Lymphocyte count	621	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000172/ScoringFiles/PGS000172.txt.gz
PGS000173	lymph_p	Lymphocyte percentage of white cells	472	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000173/ScoringFiles/PGS000173.txt.gz
PGS000174	mch	Mean corpuscular hemoglobin	628	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000174/ScoringFiles/PGS000174.txt.gz
PGS000175	mchc	Mean corpuscular hemoglobin concentration	224	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000175/ScoringFiles/PGS000175.txt.gz
PGS000176	mcv	Mean corpuscular volume	685	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000176/ScoringFiles/PGS000176.txt.gz
PGS000177	mono	Monocyte count	638	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000177/ScoringFiles/PGS000177.txt.gz
PGS000178	mono_p	Monocyte percentage of white cells	549	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000178/ScoringFiles/PGS000178.txt.gz
PGS000179	mpv	Mean platelet volume	654	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000179/ScoringFiles/PGS000179.txt.gz
PGS000180	mrv	Mean reticulocyte volume	629	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000180/ScoringFiles/PGS000180.txt.gz
PGS000181	mscv	Mean sphered corpuscular volume	761	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000181/ScoringFiles/PGS000181.txt.gz
PGS000182	neut	Neutrophil count	492	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000182/ScoringFiles/PGS000182.txt.gz
PGS000183	neut_p	Neutrophil percentage of white cells	437	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000183/ScoringFiles/PGS000183.txt.gz
PGS000184	pct	Platelet crit	700	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000184/ScoringFiles/PGS000184.txt.gz
PGS000185	pdw	Platelet distribution width	555	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000185/ScoringFiles/PGS000185.txt.gz
PGS000186	plt	Platelet count	739	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000186/ScoringFiles/PGS000186.txt.gz
PGS000187	rbc	Red blood cell count	678	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000187/ScoringFiles/PGS000187.txt.gz
PGS000188	rdw	Red cell distribution width	546	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000188/ScoringFiles/PGS000188.txt.gz
PGS000189	ret	Reticulocyte count	555	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000189/ScoringFiles/PGS000189.txt.gz
PGS000190	ret_p	Reticulocyte fraction of red cells	537	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000190/ScoringFiles/PGS000190.txt.gz
PGS000191	wbc	White blood cell count	636	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000191/ScoringFiles/PGS000191.txt.gz
PGS000192	GS9	Cholesterol	9	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000192/ScoringFiles/PGS000192.txt.gz
PGS000193	MDD_0.001_Coleman_2020	Major depression	1138	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000193/ScoringFiles/PGS000193.txt.gz
PGS000194	G-PROB_Rapos	Rheumatoid arthritis (CCP-negative)	114	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000194/ScoringFiles/PGS000194.txt.gz
PGS000195	G-PROB_Raneg	Rheumatoid arthritis (CCP-negative)	96	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000195/ScoringFiles/PGS000195.txt.gz
PGS000196	G-PROB_SLE	Systemic lupus erythematosus	55	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000196/ScoringFiles/PGS000196.txt.gz
PGS000197	G-PROB_SpA	Spondyloarthroparthy	31	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000197/ScoringFiles/PGS000197.txt.gz
PGS000198	G-PROB_PsA	Psoriatic arthritis	31	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000198/ScoringFiles/PGS000198.txt.gz
PGS000199	G-PROB_Gout	Gout	29	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000199/ScoringFiles/PGS000199.txt.gz
PGS000200	GRS28	Coronary heart disease	28	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000200/ScoringFiles/PGS000200.txt.gz
PGS000201	PROB_ALC_COGA	Problematic alcohol use	1094954	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000201/ScoringFiles/PGS000201.txt.gz
PGS000202	PROB_ALC_FT12	Problematic alcohol use	1083002	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000202/ScoringFiles/PGS000202.txt.gz
PGS000203	GSCAN_DPW_COGA	Alcohol consumption (drinks per week)	1110910	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000203/ScoringFiles/PGS000203.txt.gz
PGS000204	GSCAN_DPW_FT12	Alcohol consumption (drinks per week)	1099480	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000204/ScoringFiles/PGS000204.txt.gz
PGS000205	RISK_PC_COGA	Risk-taking tendency (4-domain principal component model)	1110737	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000205/ScoringFiles/PGS000205.txt.gz
PGS000206	RISK_PC_FT12	Risk-taking tendency (4-domain principal component model)	1098765	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000206/ScoringFiles/PGS000206.txt.gz
PGS000207	TC10_Ohio	Thyroid cancer	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000207/ScoringFiles/PGS000207.txt.gz
PGS000208	TC10_Iceland	Thyroid cancer	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000208/ScoringFiles/PGS000208.txt.gz
PGS000209	TC10_UKB	Thyroid cancer	10	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000209/ScoringFiles/PGS000209.txt.gz
PGS000210	LF279	Lung function (FEV1/FVC)	279	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000210/ScoringFiles/PGS000210.txt.gz
PGS000211	PD19	Parkinson's disease	19	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000211/ScoringFiles/PGS000211.txt.gz
PGS000212	PRS330_LumA	Breast cancer intrinsic-like subtype (luminal A-like)	330	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000212/ScoringFiles/PGS000212.txt.gz
PGS000213	PRS330_LumBHER2neg	Breast cancer intrinsic-like subtype (luminal B/HER2-negative-like)	330	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000213/ScoringFiles/PGS000213.txt.gz
PGS000214	PRS330_LumB	Breast cancer intrinsic-like subtype (luminal B-like)	330	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000214/ScoringFiles/PGS000214.txt.gz
PGS000215	PRS330_HER2	Breast cancer intrinsic-like subtype (HER2-enriched-like)	330	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000215/ScoringFiles/PGS000215.txt.gz
PGS000216	PRS330_TN	Breast cancer intrinsic-like subtype (triple negative)	330	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000216/ScoringFiles/PGS000216.txt.gz
PGS000217	ADM	Adrenomedullin (ADM) serum levels	552254	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000217/ScoringFiles/PGS000217.txt.gz
PGS000218	AGRP	Agouti-related protein (AGRP) serum levels	552121	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000218/ScoringFiles/PGS000218.txt.gz
PGS000219	CA-125	Ovarian cancer-related tumor marker CA 125 (CA-125) serum levels	553819	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000219/ScoringFiles/PGS000219.txt.gz
PGS000220	CCL20	C-C motif chemokine 20 (CCL20) serum levels	551989	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000220/ScoringFiles/PGS000220.txt.gz
PGS000221	CCL3	C-C motif chemokine 3 (CCL3) serum levels	552347	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000221/ScoringFiles/PGS000221.txt.gz
PGS000222	CCL4	C-C motif chemokine 4 (CCL4) serum levels	552214	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000222/ScoringFiles/PGS000222.txt.gz
PGS000223	CD40	Tumor necrosis factor receptor superfamily member 5 (CD40) serum levels	552187	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000223/ScoringFiles/PGS000223.txt.gz
PGS000224	CHI3L1	Chitinase-3-like protein 1 (CHI3L1) serum levels	552106	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000224/ScoringFiles/PGS000224.txt.gz
PGS000225	CSF-1	Macrophage colony-stimulating factor 1 (CSF-1) serum levels	552163	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000225/ScoringFiles/PGS000225.txt.gz
PGS000226	CSTB	Cystatin-B (CSTB) serum levels	552195	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000226/ScoringFiles/PGS000226.txt.gz
PGS000227	CTSD	Cathepsin D (CTSD) serum levels	552134	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000227/ScoringFiles/PGS000227.txt.gz
PGS000228	CTSL1	Cathepsin L1 (CTSL1) serum levels	552084	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000228/ScoringFiles/PGS000228.txt.gz
PGS000229	CX3CL1	Fractalkine (CX3CL1) serum levels	552274	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000229/ScoringFiles/PGS000229.txt.gz
PGS000230	CXCL1	C-X-C motif chemokine 1 (CXCL1) serum levels	552234	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000230/ScoringFiles/PGS000230.txt.gz
PGS000231	CXCL16	C-X-C motif chemokine 16 (CXCL16) serum levels	552241	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000231/ScoringFiles/PGS000231.txt.gz
PGS000232	CXCL6	C-X-C motif chemokine 6 (CXCL6) serum levels	552061	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000232/ScoringFiles/PGS000232.txt.gz
PGS000233	Dkk-1	Dickkopf-related protein 1 (Dkk-1) serum levels	552067	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000233/ScoringFiles/PGS000233.txt.gz
PGS000234	ECP	Eosinophil cationic protein (ECP) serum levels	553046	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000234/ScoringFiles/PGS000234.txt.gz
PGS000235	EGF	Epidermal growth factor (EGF) serum levels	553163	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000235/ScoringFiles/PGS000235.txt.gz
PGS000236	ESM-1	Endothelial cell-specific molecule 1 (ESM-1) serum levels	553240	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000236/ScoringFiles/PGS000236.txt.gz
PGS000237	FABP4	Fatty acid-binding protein, adipocyte (FABP4) serum levels	552343	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000237/ScoringFiles/PGS000237.txt.gz
PGS000238	FAS	Tumor necrosis factor receptor superfamily member 6 (FAS) serum levels	552335	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000238/ScoringFiles/PGS000238.txt.gz
PGS000239	FGF-23	Fibroblast growth factor 23 (FGF-23) serum levels	552100	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000239/ScoringFiles/PGS000239.txt.gz
PGS000240	FS	Follistatin (FS) serum levels	552138	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000240/ScoringFiles/PGS000240.txt.gz
PGS000241	GAL	Galanin peptides (GAL) serum levels	553548	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000241/ScoringFiles/PGS000241.txt.gz
PGS000242	Gal-3	Galectin-3 (Gal-3) serum levels	552282	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000242/ScoringFiles/PGS000242.txt.gz
PGS000243	GDF-15	Growth/differentiation factor 15 (GDF-15) serum levels	552228	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000243/ScoringFiles/PGS000243.txt.gz
PGS000244	GH	Growth hormone (GH) serum levels	552236	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000244/ScoringFiles/PGS000244.txt.gz
PGS000245	HB-EGF	Proheparin-binding EGF-like growth factor (HB-EGF) serum levels	552108	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000245/ScoringFiles/PGS000245.txt.gz
PGS000246	HGF	Hepatocyte growth factor (HGF) serum levels	552104	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000246/ScoringFiles/PGS000246.txt.gz
PGS000247	hK11	Kallikrein-11 (hK11) serum levels	553239	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000247/ScoringFiles/PGS000247.txt.gz
PGS000248	HSP_27	Heat shock 27 kDa protein (HSP_27) serum levels	552212	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000248/ScoringFiles/PGS000248.txt.gz
PGS000249	IL-18	Interleukin-18 (IL-18) serum levels	552186	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000249/ScoringFiles/PGS000249.txt.gz
PGS000250	IL-1ra	Interleukin-1 receptor antagonist protein (IL-1ra) serum levels	551917	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000250/ScoringFiles/PGS000250.txt.gz
PGS000251	IL-27	Interleukin-27 (IL-27) serum levels	552026	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000251/ScoringFiles/PGS000251.txt.gz
PGS000252	IL-6	Interleukin-6 (IL-6) serum levels	552426	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000252/ScoringFiles/PGS000252.txt.gz
PGS000253	IL-6RA	Interleukin-6 receptor subunit alpha (IL-6RA) serum levels	552132	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000253/ScoringFiles/PGS000253.txt.gz
PGS000254	IL-8	Interleukin-8 (IL-8) serum levels	551990	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000254/ScoringFiles/PGS000254.txt.gz
PGS000255	IL16	Pro-interleukin-16 (IL16) serum levels	551884	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000255/ScoringFiles/PGS000255.txt.gz
PGS000256	ITGB1BP2	Melusin (ITGB1BP2) serum levels	552423	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000256/ScoringFiles/PGS000256.txt.gz
PGS000257	KIM-1	Kidney injury molecule 1 (KIM-1) serum levels	552062	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000257/ScoringFiles/PGS000257.txt.gz
PGS000258	KLK6	Kallikrein-6 (KLK6) serum levels	552053	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000258/ScoringFiles/PGS000258.txt.gz
PGS000259	LEP	Leptin (LEP) serum levels	552110	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000259/ScoringFiles/PGS000259.txt.gz
PGS000260	LOX-1	Lectin-like oxidized LDL receptor 1 (LOX-1) serum levels	552045	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000260/ScoringFiles/PGS000260.txt.gz
PGS000261	mAmP	Membrane-bound aminopeptidase P (mAmP) serum levels	553070	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000261/ScoringFiles/PGS000261.txt.gz
PGS000262	MB	Myoglobin (MB) serum levels	552171	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000262/ScoringFiles/PGS000262.txt.gz
PGS000263	MCP-1	Monocyte chemotactic protein 1 (MCP-1) serum levels	552000	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000263/ScoringFiles/PGS000263.txt.gz
PGS000264	MMP-1	Matrix metalloproteinase-1 (MMP-1) serum levels	552116	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000264/ScoringFiles/PGS000264.txt.gz
PGS000265	MMP-10	Matrix metalloproteinase-10 (MMP-10) serum levels	552072	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000265/ScoringFiles/PGS000265.txt.gz
PGS000266	MMP-12	Matrix metalloproteinase-12 (MMP-12) serum levels	552021	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000266/ScoringFiles/PGS000266.txt.gz
PGS000267	MMP-3	Matrix metalloproteinase-3 (MMP-3) serum levels	552328	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000267/ScoringFiles/PGS000267.txt.gz
PGS000268	MMP-7	Matrix metalloproteinase-7 (MMP-7) serum levels	552052	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000268/ScoringFiles/PGS000268.txt.gz
PGS000269	MPO	Myeloperoxidase (MPO) serum levels	552278	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000269/ScoringFiles/PGS000269.txt.gz
PGS000270	NT-pro_BNP	N-terminal prohormone brain natriuretic peptide (NT-pro_BNP) serum levels	554137	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000270/ScoringFiles/PGS000270.txt.gz
PGS000271	OPG	Osteoprotegerin (OPG) serum levels	552205	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000271/ScoringFiles/PGS000271.txt.gz
PGS000272	PAPPA	Pappalysin-1 (PAPPA) serum levels	552298	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000272/ScoringFiles/PGS000272.txt.gz
PGS000273	PAR-1	Proteinase-activated receptor 1 (PAR-1) serum levels	552202	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000273/ScoringFiles/PGS000273.txt.gz
PGS000274	PDGF_subunit_B	Platelet-derived growth factor subunit B (PDGF_subunit_B) serum levels	552265	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000274/ScoringFiles/PGS000274.txt.gz
PGS000275	PECAM-1	Platelet endothelial cell adhesion molecule (PECAM-1) serum levels	552010	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000275/ScoringFiles/PGS000275.txt.gz
PGS000276	PlGF	Placenta growth factor (PlGF) serum levels	552275	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000276/ScoringFiles/PGS000276.txt.gz
PGS000277	PSGL-1	P-selectin glycoprotein ligand 1 (PSGL-1) serum levels	552165	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000277/ScoringFiles/PGS000277.txt.gz
PGS000278	PTX3	Pentraxin-related protein PTX3 (PTX3) serum levels	552474	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000278/ScoringFiles/PGS000278.txt.gz
PGS000279	RAGE	Receptor for advanced glycosylation end products (RAGE) serum levels	552298	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000279/ScoringFiles/PGS000279.txt.gz
PGS000280	REN	Renin (REN) serum levels	552078	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000280/ScoringFiles/PGS000280.txt.gz
PGS000281	RETN	Resistin (RETN) serum levels	552002	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000281/ScoringFiles/PGS000281.txt.gz
PGS000282	SCF	Stem cell factor (SCF) serum levels	552420	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000282/ScoringFiles/PGS000282.txt.gz
PGS000283	SPON1	Spondin-1 (SPON1) serum levels	552703	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000283/ScoringFiles/PGS000283.txt.gz
PGS000284	ST2	ST2 protein (ST2) serum levels	552006	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000284/ScoringFiles/PGS000284.txt.gz
PGS000285	TF	Tissue factor (TF) serum levels	552228	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000285/ScoringFiles/PGS000285.txt.gz
PGS000286	TM	Thrombomodulin (TM) serum levels	552241	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000286/ScoringFiles/PGS000286.txt.gz
PGS000287	TNF-R1	Tumor necrosis factor receptor 1 (TNF-R1) serum levels	552317	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000287/ScoringFiles/PGS000287.txt.gz
PGS000288	TNF-R2	Tumor necrosis factor receptor 2 (TNF-R2) serum levels	552185	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000288/ScoringFiles/PGS000288.txt.gz
PGS000289	TNFSF14	Tumor necrosis factor ligand superfamily member 14 (TNFSF14) serum levels	552048	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000289/ScoringFiles/PGS000289.txt.gz
PGS000290	TRAIL	TNF-related apoptosis-inducing ligand (TRAIL) serum levels	552279	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000290/ScoringFiles/PGS000290.txt.gz
PGS000291	TRAIL-R2	TNF-related apoptosis-inducing ligand receptor 2 (TRAIL-R2) serum levels	552198	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000291/ScoringFiles/PGS000291.txt.gz
PGS000292	TRANCE	TNF-related activation-induced cytokine (TRANCE) serum levels	552090	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000292/ScoringFiles/PGS000292.txt.gz
PGS000293	U-PAR	Urokinase plasminogen activator surface receptor (U-PAR) serum levels	552048	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000293/ScoringFiles/PGS000293.txt.gz
PGS000294	VEGF-A	Vascular endothelial growth factor A (VEGF-A) serum levels	552070	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000294/ScoringFiles/PGS000294.txt.gz
PGS000295	VEGF-D	Vascular endothelial growth factor D (VEGF-D) serum levels	551905	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000295/ScoringFiles/PGS000295.txt.gz
PGS000296	GPS_CAD_SA	Coronary artery disease	6630150	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000296/ScoringFiles/PGS000296.txt.gz
PGS000297	GRS3290_Height	Height	3290	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000297/ScoringFiles/PGS000297.txt.gz
PGS000298	GRS941_BMI	Body mass index (BMI)	941	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000298/ScoringFiles/PGS000298.txt.gz
PGS000299	GRS462_WHRadjBMI	Waist-to-hip ratio (body mass index adjusted)	462	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000299/ScoringFiles/PGS000299.txt.gz
PGS000300	GRS80_HR	Heart rate	80	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000300/ScoringFiles/PGS000300.txt.gz
PGS000301	GRS970_SBP	Systolic blood pressure	970	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000301/ScoringFiles/PGS000301.txt.gz
PGS000302	GRS962_DBP	Diastolic blood pressure	962	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000302/ScoringFiles/PGS000302.txt.gz
PGS000303	GRS253_eGFR	Estimated glomerular filtration rate	253	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000303/ScoringFiles/PGS000303.txt.gz
PGS000304	GRS43_HbA1c	HbA1c	43	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000304/ScoringFiles/PGS000304.txt.gz
PGS000305	GRS31_FG	Fasting glucose	31	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000305/ScoringFiles/PGS000305.txt.gz
PGS000306	GRS19_FGadjBMI	Fasting glucose (body mass index adjusted)	19	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000306/ScoringFiles/PGS000306.txt.gz
PGS000307	GRS12_FI	Fasting insulin	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000307/ScoringFiles/PGS000307.txt.gz
PGS000308	GRS12_FIadjBMI	Fasting insulin (body mass index adjusted)	12	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000308/ScoringFiles/PGS000308.txt.gz
PGS000309	GRS247_HDL	HDL cholesterol	247	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000309/ScoringFiles/PGS000309.txt.gz
PGS000310	GRS194_LDL	LDL cholesterol	194	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000310/ScoringFiles/PGS000310.txt.gz
PGS000311	GRS234_TC	Total cholesterol	234	https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000311/ScoringFiles/PGS000311.txt.gz
